,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,bigslice_query,gtdb_release,Domain,Phylum,Class,Order,Family,Genus,Species,Organism,on_contig_edge,length_nt
NZ_JAIHBQ010000001.1.region002,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2257.0,2257.0,2257.0,,131.0,unknown_family,u_Terpene_131,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,17479.0
NZ_JAIHBQ010000001.1.region003,NRPS,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,52209.0
NZ_JAIHBQ010000001.1.region004,ladderane,Others,GCF_019733325.1,c00002_NZ_JAIH..,2259.0,2259.0,2259.0,36.0,91.0,unknown_family,u_Others_91,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,40312.0
NZ_JAIHBQ010000001.1.region005,melanin,Others,GCF_019733325.1,c00002_NZ_JAIH..,2205.0,2205.0,2421.0,2205.0,7.0,unknown_family,u_Others_7,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,9909.0
NZ_JAIHBQ010000001.1.region006,lanthipeptide-class-iii,RiPPs,GCF_019733325.1,c00002_NZ_JAIH..,2261.0,2261.0,2261.0,552.0,127.0,unknown_family,u_RiPPs_127,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,22163.0
NZ_JAIHBQ010000001.1.region007,NRPS-like,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2262.0,2262.0,2262.0,2175.0,106.0,unknown_family,u_NRPS_106,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,41723.0
NZ_JAIHBQ010000001.1.region008,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,25500.0
NZ_JAIHBQ010000001.1.region009,butyrolactone,Others,GCF_019733325.1,c00002_NZ_JAIH..,2297.0,2264.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,10792.0
NZ_JAIHBQ010000001.1.region010,RiPP-like,RiPPs,GCF_019733325.1,c00002_NZ_JAIH..,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,11482.0
NZ_JAIHBQ010000001.1.region011,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_019733325.1,c00002_NZ_JAIH..,2266.0,2266.0,2266.0,2266.0,21.0,unknown_family,u_Others_21,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,125827.0
NZ_JAIHBQ010000001.1.region012,indole,Others,GCF_019733325.1,c00002_NZ_JAIH..,2267.0,2267.0,2267.0,36.0,90.0,unknown_family,u_Others_90,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,21113.0
NZ_JAIHBQ010000001.1.region013,siderophore,Others,GCF_019733325.1,c00002_NZ_JAIH..,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,12988.0
NZ_JAIHBQ010000001.1.region014,siderophore,Others,GCF_019733325.1,c00002_NZ_JAIH..,2302.0,2302.0,2302.0,36.0,15.0,unknown_family,u_Others_15,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,12708.0
NZ_JAIHBQ010000001.1.region015,T3PKS,PKSother,GCF_019733325.1,c00002_NZ_JAIH..,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,37939.0
NZ_JAIHBQ010000001.1.region016,melanin,Others,GCF_019733325.1,c00002_NZ_JAIH..,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,10423.0
NZ_JAIHBQ010000001.1.region017,NRPS,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2272.0,2272.0,2272.0,2175.0,112.0,unknown_family,u_NRPS_112,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,58097.0
NZ_JAIHBQ010000001.1.region018,siderophore,Others,GCF_019733325.1,c00002_NZ_JAIH..,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,11779.0
NZ_JAIHBQ010000001.1.region019,NRPS,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2299.0,2299.0,2299.0,2175.0,51.0,unknown_family,u_NRPS_51,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,41630.0
NZ_JAIHBQ010000001.1.region020,betalactone,Others,GCF_019733325.1,c00002_NZ_JAIH..,2275.0,2275.0,2275.0,36.0,94.0,unknown_family,u_Others_94,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,27578.0
NZ_JAIHBQ010000001.1.region021,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2276.0,633.0,633.0,,133.0,unknown_family,u_Terpene_133,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,23462.0
NZ_JAIHBQ010000001.1.region022,terpene.lanthipeptide-class-ii,Others,GCF_019733325.1,c00002_NZ_JAIH..,2111.0,2111.0,2111.0,36.0,20.0,unknown_family,u_Others_20,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,27876.0
NZ_JAIHBQ010000001.1.region023,lanthipeptide-class-iii,RiPPs,GCF_019733325.1,c00002_NZ_JAIH..,2278.0,2278.0,2278.0,552.0,117.0,unknown_family,u_RiPPs_117,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,22616.0
NZ_JAIHBQ010000001.1.region024,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2279.0,2279.0,2279.0,,136.0,unknown_family,u_Terpene_136,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,22989.0
NZ_JAIHBQ010000001.1.region025,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,21862.0
NZ_JAIHBQ010000001.1.region026,ectoine,Others,GCF_019733325.1,c00002_NZ_JAIH..,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,10420.0
NZ_JAIHBQ010000001.1.region027,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_019733325.1,c00002_NZ_JAIH..,2282.0,2282.0,2282.0,,98.0,unknown_family,u_PKS-NRP_Hybrids_98,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,52918.0
NZ_JAIHBQ010000001.1.region028,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2283.0,2283.0,2283.0,,135.0,unknown_family,u_Terpene_135,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,20945.0
NZ_JAIHBQ010000001.1.region029,T3PKS,PKSother,GCF_019733325.1,c00002_NZ_JAIH..,2284.0,2284.0,2284.0,,101.0,unknown_family,u_PKSother_101,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905665,s__Streptomyces sp001905665,0.0,41053.0
NZ_JAJNOJ010000002.1.region001,lanthipeptide-class-iv,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2255.0,2255.0,2255.0,552.0,17.0,known_family,venezuelin,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22745.0
NZ_JAJNOJ010000002.1.region002,NRPS.NAPAA,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2287.0,2287.0,2287.0,2175.0,104.0,unknown_family,u_NRPS_104,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,77820.0
NZ_JAJNOJ010000002.1.region003,NRPS.T2PKS.T1PKS,PKS-NRP_Hybrids,GCF_021044745.1,c00002_NZ_JAJN..,2288.0,2288.0,2288.0,,65.0,unknown_family,u_PKS-NRP_Hybrids_65,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,172646.0
NZ_JAJNOJ010000002.1.region004,thiopeptide.terpene.LAP,Others,GCF_021044745.1,c00002_NZ_JAJN..,2289.0,2289.0,2289.0,36.0,85.0,unknown_family,u_Others_85,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,40974.0
NZ_JAJNOJ010000002.1.region005,NRPS,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,85735.0
NZ_JAJNOJ010000002.1.region006,melanin,Others,GCF_021044745.1,c00002_NZ_JAJN..,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,9673.0
NZ_JAJNOJ010000002.1.region007,lanthipeptide-class-iii,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2292.0,2292.0,2292.0,2418.0,19.0,unknown_family,u_RiPPs_19,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22742.0
NZ_JAJNOJ010000002.1.region008,RiPP-like,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2174.0,2174.0,2174.0,552.0,52.0,unknown_family,u_RiPPs_52,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,8683.0
NZ_JAJNOJ010000002.1.region009,terpene,Terpene,GCF_021044745.1,c00002_NZ_JAJN..,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,25706.0
NZ_JAJNOJ010000002.1.region010,RRE-containing.T2PKS,Others,GCF_021044745.1,c00002_NZ_JAJN..,671.0,671.0,2295.0,36.0,47.0,known_family,kanamycin,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,72591.0
NZ_JAJNOJ010000002.1.region011,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_021044745.1,c00002_NZ_JAJN..,2296.0,2296.0,2296.0,,68.0,unknown_family,u_PKS-NRP_Hybrids_68,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,60821.0
NZ_JAJNOJ010000002.1.region012,butyrolactone,Others,GCF_021044745.1,c00002_NZ_JAJN..,2297.0,2264.0,2414.0,36.0,4.0,unknown_family,u_Others_4,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,9665.0
NZ_JAJNOJ010000002.1.region013,RiPP-like,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,11413.0
NZ_JAJNOJ010000002.1.region014,NRPS,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2299.0,2299.0,2299.0,2175.0,51.0,unknown_family,u_NRPS_51,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,71694.0
NZ_JAJNOJ010000002.1.region015,NRPS,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2242.0,2242.0,2242.0,2175.0,71.0,unknown_family,u_NRPS_71,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,57634.0
NZ_JAJNOJ010000002.1.region016,siderophore,Others,GCF_021044745.1,c00002_NZ_JAJN..,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,13498.0
NZ_JAJNOJ010000002.1.region017,siderophore,Others,GCF_021044745.1,c00002_NZ_JAJN..,2302.0,2302.0,2302.0,36.0,15.0,unknown_family,u_Others_15,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,12910.0
NZ_JAJNOJ010000002.1.region018,LAP.thiopeptide,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2239.0,2239.0,2239.0,552.0,18.0,unknown_family,u_RiPPs_18,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,33339.0
NZ_JAJNOJ010000002.1.region019,butyrolactone,Others,GCF_021044745.1,c00002_NZ_JAJN..,2238.0,2238.0,2238.0,2238.0,11.0,unknown_family,u_Others_11,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,41110.0
NZ_JAJNOJ010000002.1.region020,melanin,Others,GCF_021044745.1,c00002_NZ_JAJN..,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10414.0
NZ_JAJNOJ010000002.1.region021,linaridin,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2306.0,2306.0,2236.0,552.0,122.0,unknown_family,u_RiPPs_122,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,22602.0
NZ_JAJNOJ010000002.1.region022,NRPS-like,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2235.0,2235.0,2235.0,2235.0,13.0,unknown_family,u_NRPS_13,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,42783.0
NZ_JAJNOJ010000002.1.region023,siderophore,Others,GCF_021044745.1,c00002_NZ_JAJN..,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,11788.0
NZ_JAJNOJ010000002.1.region024,CDPS,Others,GCF_021044745.1,c00002_NZ_JAJN..,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,20206.0
NZ_JAJNOJ010000002.1.region025,NAPAA,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2310.0,2310.0,2310.0,2175.0,103.0,unknown_family,u_NRPS_103,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,39709.0
NZ_JAJNOJ010000002.1.region026,terpene.lanthipeptide-class-ii,Others,GCF_021044745.1,c00002_NZ_JAJN..,2232.0,2111.0,2111.0,36.0,62.0,unknown_family,u_Others_62,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,32603.0
NZ_JAJNOJ010000002.1.region027,terpene,Terpene,GCF_021044745.1,c00002_NZ_JAJN..,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,21023.0
NZ_JAJNOJ010000002.1.region028,ectoine,Others,GCF_021044745.1,c00002_NZ_JAJN..,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,10417.0
NZ_JAJNOJ010000002.1.region029,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_021044745.1,c00002_NZ_JAJN..,2314.0,2314.0,2314.0,,67.0,unknown_family,u_PKS-NRP_Hybrids_67,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,53221.0
NZ_JAJNOJ010000002.1.region030,CDPS,Others,GCF_021044745.1,c00002_NZ_JAJN..,2315.0,2315.0,2315.0,36.0,60.0,unknown_family,u_Others_60,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,20759.0
NZ_JAJNOJ010000002.1.region031,terpene,Terpene,GCF_021044745.1,c00002_NZ_JAJN..,2227.0,2227.0,2227.0,,78.0,unknown_family,u_Terpene_78,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,20146.0
NZ_JAJNOJ010000002.1.region032,NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_021044745.1,c00002_NZ_JAJN..,2226.0,2226.0,2226.0,,66.0,unknown_family,u_PKS-NRP_Hybrids_66,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,65783.0
NZ_JAJNOJ010000002.1.region033,terpene,Terpene,GCF_021044745.1,c00002_NZ_JAJN..,2225.0,2034.0,633.0,,79.0,unknown_family,u_Terpene_79,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,sp001905825,s__Streptomyces sp001905825,0.0,24878.0
203601,,,,,,,,,,,,model,,,,,,,,,,,
208355,,,,,,,,,,,,model,,,,,,,,,,,
200946,,,,,,,,,,,,model,,,,,,,,,,,
207795,,,,,,,,,,,,model,,,,,,,,,,,
213140,,,,,,,,,,,,model,,,,,,,,,,,
203037,,,,,,,,,,,,model,,,,,,,,,,,
210179,,,,,,,,,,,,model,,,,,,,,,,,
201041,,,,,,,,,,,,model,,,,,,,,,,,
202433,,,,,,,,,,,,model,,,,,,,,,,,
201637,,,,,,,,,,,,model,,,,,,,,,,,
201682,,,,,,,,,,,,model,,,,,,,,,,,
203815,,,,,,,,,,,,model,,,,,,,,,,,
201830,,,,,,,,,,,,model,,,,,,,,,,,
201941,,,,,,,,,,,,model,,,,,,,,,,,
220008,,,,,,,,,,,,model,,,,,,,,,,,
220861,,,,,,,,,,,,model,,,,,,,,,,,
201585,,,,,,,,,,,,model,,,,,,,,,,,
214329,,,,,,,,,,,,model,,,,,,,,,,,
201821,,,,,,,,,,,,model,,,,,,,,,,,
201767,,,,,,,,,,,,model,,,,,,,,,,,
202780,,,,,,,,,,,,model,,,,,,,,,,,
202085,,,,,,,,,,,,model,,,,,,,,,,,
212849,,,,,,,,,,,,model,,,,,,,,,,,
203993,,,,,,,,,,,,model,,,,,,,,,,,
227201,,,,,,,,,,,,model,,,,,,,,,,,
203823,,,,,,,,,,,,model,,,,,,,,,,,
218420,,,,,,,,,,,,model,,,,,,,,,,,
202774,,,,,,,,,,,,model,,,,,,,,,,,
215277,,,,,,,,,,,,model,,,,,,,,,,,
201592,,,,,,,,,,,,model,,,,,,,,,,,
202312,,,,,,,,,,,,model,,,,,,,,,,,
201011,,,,,,,,,,,,model,,,,,,,,,,,
218961,,,,,,,,,,,,model,,,,,,,,,,,
201648,,,,,,,,,,,,model,,,,,,,,,,,
219881,,,,,,,,,,,,model,,,,,,,,,,,
203605,,,,,,,,,,,,model,,,,,,,,,,,
228366,,,,,,,,,,,,model,,,,,,,,,,,
202047,,,,,,,,,,,,model,,,,,,,,,,,
224066,,,,,,,,,,,,model,,,,,,,,,,,
202078,,,,,,,,,,,,model,,,,,,,,,,,
203015,,,,,,,,,,,,model,,,,,,,,,,,
210086,,,,,,,,,,,,model,,,,,,,,,,,
203048,,,,,,,,,,,,model,,,,,,,,,,,
216473,,,,,,,,,,,,model,,,,,,,,,,,
207142,,,,,,,,,,,,model,,,,,,,,,,,
207413,,,,,,,,,,,,model,,,,,,,,,,,
225087,,,,,,,,,,,,model,,,,,,,,,,,
201943,,,,,,,,,,,,model,,,,,,,,,,,
208234,,,,,,,,,,,,model,,,,,,,,,,,
208202,,,,,,,,,,,,model,,,,,,,,,,,
204968,,,,,,,,,,,,model,,,,,,,,,,,
202162,,,,,,,,,,,,model,,,,,,,,,,,
219541,,,,,,,,,,,,model,,,,,,,,,,,
208857,,,,,,,,,,,,model,,,,,,,,,,,
203561,,,,,,,,,,,,model,,,,,,,,,,,
202041,,,,,,,,,,,,model,,,,,,,,,,,
221786,,,,,,,,,,,,model,,,,,,,,,,,
214468,,,,,,,,,,,,model,,,,,,,,,,,
202766,,,,,,,,,,,,model,,,,,,,,,,,
201306,,,,,,,,,,,,model,,,,,,,,,,,
214594,,,,,,,,,,,,model,,,,,,,,,,,
225089,,,,,,,,,,,,model,,,,,,,,,,,
207295,,,,,,,,,,,,model,,,,,,,,,,,
201963,,,,,,,,,,,,model,,,,,,,,,,,
218572,,,,,,,,,,,,model,,,,,,,,,,,
206798,,,,,,,,,,,,model,,,,,,,,,,,
202773,,,,,,,,,,,,model,,,,,,,,,,,
214086,,,,,,,,,,,,model,,,,,,,,,,,
203490,,,,,,,,,,,,model,,,,,,,,,,,
204384,,,,,,,,,,,,model,,,,,,,,,,,
209606,,,,,,,,,,,,model,,,,,,,,,,,
204385,,,,,,,,,,,,model,,,,,,,,,,,
214471,,,,,,,,,,,,model,,,,,,,,,,,
218422,,,,,,,,,,,,model,,,,,,,,,,,
202768,,,,,,,,,,,,model,,,,,,,,,,,
202771,,,,,,,,,,,,model,,,,,,,,,,,
201175,,,,,,,,,,,,model,,,,,,,,,,,
213072,,,,,,,,,,,,model,,,,,,,,,,,
202772,,,,,,,,,,,,model,,,,,,,,,,,
214470,,,,,,,,,,,,model,,,,,,,,,,,
204382,,,,,,,,,,,,model,,,,,,,,,,,
212976,,,,,,,,,,,,model,,,,,,,,,,,
202770,,,,,,,,,,,,model,,,,,,,,,,,
211420,,,,,,,,,,,,model,,,,,,,,,,,
